"Device","Site","Status","IP Address","Availability","CPU/Memory","CPU AVG","Memory AVG","Tags","Vendor","Type","Version","Description"
"roscrwcrt002","ROSARIO","Good","10.193.69.159","Good","Good","1","5","MFG","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"roscrwcrt003","ROSARIO","Good","10.193.69.184","Good","Good","27","40","","Viptela","Router","20.3.3","Viptela SNMP agent"
"roscrwcrt004","ROSARIO","Good","10.193.69.185","Good","Good","21","40","","Viptela","Router","20.3.3","Viptela SNMP agent"
"roucrwcrt001","DTW Hanger","Good","10.193.29.94","Good","Good","6","3","Corp, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"rwecrwcrt001","Roswell Innovation Center","Good","10.193.7.222","Good","Good","2","20","","Cisco","Router","15.4(3)S6","Cisco IOS Software, ASR1000 Software (PPC_LINUX_IOSD-ADVENTERPRISEK9-M), Version 15.4(3)S6a, RELEASE SOFTWARE (fc2)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2016 by Cisco Systems, Inc.
Compiled Tue 27-Sep-16 22:08 by mcpre"
"rwecrwcrt002","Roswell Innovation Center","Good","10.193.7.223","Good","Good","2","20","","Cisco","Router","15.4(3)S6","Cisco IOS Software, ASR1000 Software (PPC_LINUX_IOSD-ADVENTERPRISEK9-M), Version 15.4(3)S6a, RELEASE SOFTWARE (fc2)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2016 by Cisco Systems, Inc.
Compiled Tue 27-Sep-16 22:08 by mcpre"
"rwecrwcrt003","Roswell Innovation Center","Good","10.193.7.248","Good","Good","10","60","","Viptela","Router","20.3.3","Viptela SNMP agent"
"rwecrwcrt004","Roswell Innovation Center","Good","10.193.7.249","Good","Good","11","61","","Viptela","Router","20.3.3","Viptela SNMP agent"
"saocrwcrt001","Sao Paulo Contact Center","Good","10.193.72.30","Good","Good","1","5","Onstar","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"saocrwcrt002","Sao Paulo Contact Center","Good","10.193.72.31","Good","Good","1","4","OnStar","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"saocrwcrt003","Sao Paulo Contact Center","Good","10.193.72.56","Good","Good","23","46","GMSA, CC","Viptela","Router","20.3.3","Viptela SNMP agent"
"saocrwcrt004","Sao Paulo Contact Center","Good","10.193.72.57","Good","Good","15","46","","Viptela","Router","20.3.3","Viptela SNMP agent"
"sascrwcrt001","Seoul AS Center","Good","10.193.206.158","Good","Good","1","5","GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"sascrwcrt002","Seoul AS Center","Good","10.193.206.159","Good","Good","1","5","GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"sascrwcrt003","Seoul AS Center","Good","10.193.206.184","Good","Good","14","38","GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"sascrwcrt004","Seoul AS Center","Good","10.193.206.185","Good","Good","15","35","GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"scdcrwcrt001","SAO JOSE DOS CAMPOS","Good","10.193.70.158","Good","Good","1","5","MFG","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"scdcrwcrt002","SAO JOSE DOS CAMPOS","Good","10.193.70.159","Good","Good","1","5","MFG","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"scdcrwcrt003","SAO JOSE DOS CAMPOS","Good","10.193.70.184","Good","Good","42","41","gmsa","Viptela","Router","20.3.3","Viptela SNMP agent"
"scdcrwcrt004","SAO JOSE DOS CAMPOS","Good","10.193.70.185","Good","Good","25","41","gmsa","Viptela","Router","20.3.3","Viptela SNMP agent"
"scfcrwcrt001","St Catharines Engine PT","Good","10.193.20.94","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"scfcrwcrt002","St Catharines Engine PT","Good","10.193.20.95","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"scfcrwcrt003","St Catharines Engine PT","Good","10.193.20.120","Good","Good","25","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"scfcrwcrt004","St Catharines Engine PT","Good","10.193.20.121","Good","Good","21","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"sclcrwcrt001","Chile CCA","Good","10.193.66.222","Good","Good","1","16","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"sclcrwcrt002","Chile CCA","Good","10.193.66.223","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"sclcrwcrt003","Chile CCA","Good","10.193.66.248","Good","Good","13","39","","Viptela","Router","20.3.3","Viptela SNMP agent"
"sclcrwcrt004","Chile CCA","Good","10.193.66.249","Good","Good","17","39","","Viptela","Router","20.3.3","Viptela SNMP agent"
"scscpwdhb001","Sao Caetano RHC","Good","10.193.70.120","Good","Good","8","70","CNE_SA","Viptela","Router","20.3.3","Viptela SNMP agent"
"scscrwcrt001","Sao Caetano RHC","Good","10.193.70.94","Good","Good","9","11","CNE_SA","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"scsinwcrt001","Sao Caetano RHC","Good","10.193.70.100","Good","Good","0","11","CNE, CNE_SA","Cisco","Router","17.3.4a","Cisco IOS Software [Amsterdam], c8000aep Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.3.4a, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2021 by Cisco Systems, Inc.
Compiled Tue 20-Jul-21 05:02"
"sehcrwcrt001","19 Mile Road","Good","10.193.28.94","Good","Good","6","3","Corp, cEdge, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"sehcrwcrt002","19 Mile Road","Good","10.193.28.95","Good","Good","6","3","Corp, cEdge, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"sgmcrwcrt001","Saginaw-Bldg4","Good","10.193.25.30","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"sgmcrwcrt002","Saginaw-Bldg4","Good","10.193.25.31","Good","Good","0","20","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"sgmcrwcrt003","Saginaw-Bldg4","Good","10.193.25.56","Good","Good","14","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"sgmcrwcrt004","Saginaw-Bldg4","Good","10.193.25.57","Good","Good","15","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"silcrwcrt001","Silo","Good","10.193.19.222","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"silcrwcrt002","Silo","Good","10.193.19.223","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"silcrwcrt003","Silo","Good","10.193.19.248","Good","Good","40","37","","Viptela","Router","20.3.3","Viptela SNMP agent"
"silcrwcrt004","Silo","Good","10.193.19.249","Good","Good","23","37","","Viptela","Router","20.3.3","Viptela SNMP agent"
"slucrwcrt001","San Luis Potosi Assembly","Good","10.193.19.158","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"slucrwcrt002","San Luis Potosi Assembly","Good","10.193.19.159","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"slucrwcrt003","San Luis Potosi Assembly","Good","10.193.19.184","Good","Good","34","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"slucrwcrt004","San Luis Potosi Assembly","Good","10.193.19.185","Good","Good","21","36","","Viptela","Router","20.3.3","Viptela SNMP agent"
"sn8crwcrt001","Shelby TWP","Good","10.193.33.30","Good","Good","10","7","GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], c8000be Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 19"
"sn8crwcrt002","Shelby TWP","Good","10.193.33.31","Good","Good","10","7","","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], c8000be Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 19"
"snncrwcrt001","OnStar Sunnyvale TC","Good","10.193.35.222","Good","Good","3","3","CNE_NA, ONSTAR-SUPPLIER, ONSTAR-CC","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"snncrwcrt002","OnStar Sunnyvale TC","Good","10.193.35.223","Good","Good","3","3","CNE_NA, ONSTAR-SUPPLIER, ONSTAR-CC","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"snqcrwcrt001","Amaguana CCA","Good","10.193.64.30","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"snqcrwcrt002","Amaguana CCA","Good","10.193.64.31","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"snqcrwcrt003","Amaguana CCA","Good","10.193.64.56","Good","Good","13","39","","Viptela","Router","20.3.3","Viptela SNMP agent"
"snqcrwcrt004","Amaguana CCA","Good","10.193.64.57","Good","Good","19","39","","Viptela","Router","20.3.3","Viptela SNMP agent"
"soocrwcrt001","6th of October City Giza","Good","10.228.1.50","Good","Good","1","4","GME","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"soocrwcrt002","6th of October City Giza","Good","10.228.1.51","Good","Good","1","4","GME","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"soocrwcrt004","6th of October City Giza","Good","10.228.1.53","Good","Good","17","31","","Viptela","Router","20.3.3","Viptela SNMP agent"
"srccrwcrt001","SOROCABA","Good","10.193.71.30","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"srccrwcrt002","SOROCABA","Good","10.193.71.31","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"srccrwcrt003","SOROCABA","Good","10.193.71.56","Good","Good","18","39","","Viptela","Router","20.3.3","Viptela SNMP agent"
"srccrwcrt004","SOROCABA","Good","10.193.71.57","Good","Good","17","38","","Viptela","Router","20.3.3","Viptela SNMP agent"
"sshcrwcrt001","spring Hill Assembly","Good","10.193.20.30","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"sshcrwcrt002","spring Hill Assembly","Good","10.193.20.31","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"sshcrwcrt003","spring Hill Assembly","Good","10.193.20.56","Good","Good","42","37","","Viptela","Router","20.3.3","Viptela SNMP agent"
"sshcrwcrt004","spring Hill Assembly","Good","10.193.20.57","Good","Good","25","37","","Viptela","Router","20.3.3","Viptela SNMP agent"
"ssmcrwcrt001","US-SSM Sales and Marketing","Good","10.193.6.30","Good","Good","6","3","cEdge, CORP, GMNA","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"ssmcrwcrt002","US-SSM Sales and Marketing","Good","10.193.6.31","Good","Good","6","3","cEdge","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"ssscrwcrt001","Japan SHINAGAWA HQ","Good","10.193.199.94","Good","Good","1","5","GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"ssscrwcrt002","Japan SHINAGAWA HQ","Good","10.193.199.95","Good","Good","1","5","GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"ssscrwcrt003","Japan SHINAGAWA HQ","Good","10.193.199.120","Good","Good","14","42","Corp, GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"ssscrwcrt004","Japan SHINAGAWA HQ","Good","10.193.199.121","Good","Good","15","41","Corp, GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"stgcrwcrt001","Chile HQ","Good","10.193.66.94","Good","Good","7","3","Corp","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"sw2inwcrt001","Singapore West RNAP","Good","10.147.94.69","Good","Good","1","52","CNE_GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"sw2inwcrt002","Singapore West RNAP","Good","10.147.94.70","Good","Good","1","52","CNE_GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"sw2rpwcrt001","Singapore West RNAP","Good","10.147.94.67","Good","Good","2","10","CNE_GMIO","Cisco","Router","15.4(3)S6","Cisco IOS Software, ASR1000 Software (X86_64_LINUX_IOSD-ADVENTERPRISEK9-M), Version 15.4(3)S6a, RELEASE SOFTWARE (fc2)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2016 by Cisco Systems, Inc.
Compiled Tue 27-Sep-16 21:12 by mc"
"sw2rpwcrt002","Singapore West RNAP","Good","10.147.94.68","Good","Good","1","10","CNE_GMIO","Cisco","Router","15.4(3)S6","Cisco IOS Software, ASR1000 Software (X86_64_LINUX_IOSD-ADVENTERPRISEK9-M), Version 15.4(3)S6a, RELEASE SOFTWARE (fc2)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2016 by Cisco Systems, Inc.
Compiled Tue 27-Sep-16 21:12 by mc"
"sw2rpwdhb001","Singapore West RNAP","Good","10.147.94.74","Good","Good","7","68","CNE_GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"sw2rpwdhb002","Singapore West RNAP","Good","10.147.94.75","Good","Good","8","68","CNE_GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"szncrwcrt001","CRAGEA logistics","Good","10.193.72.94","Good","Good","6","3","GMSA, Corp","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"szncrwcrt002","CRAGEA logistics","Good","10.193.72.95","Good","Good","6","3","GMSA, Corp","Cisco","Router","17.6.3","Cisco IOS Software [Bengaluru], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 17.6.3, CUST-SPECIAL:V176_3_CSCWB21195
This software is supported for a limited time under special agreement with Cisco Systems, Inc. CSCWB21195
Copyright (c) 1986-2"
"tacinwcrt001","Singapore East RNAP","Good","10.147.90.69","Good","Good","1","51","CNE_GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"tacinwcrt002","Singapore East RNAP","Good","10.147.90.70","Good","Good","1","51","CNE_GMIO","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ASR1000 Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:32 by "
"tacrpwcrt001","Singapore East RNAP","Good","10.147.90.67","Good","Good","1","10","CNE_GMIO","Cisco","Router","15.4(3)S6","Cisco IOS Software, ASR1000 Software (X86_64_LINUX_IOSD-ADVENTERPRISEK9-M), Version 15.4(3)S6a, RELEASE SOFTWARE (fc2)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2016 by Cisco Systems, Inc.
Compiled Tue 27-Sep-16 21:12 by mc"
"tacrpwcrt002","Singapore East RNAP","Good","10.147.90.68","Good","Good","2","10","CNE_GMIO","Cisco","Router","15.4(3)S6","Cisco IOS Software, ASR1000 Software (X86_64_LINUX_IOSD-ADVENTERPRISEK9-M), Version 15.4(3)S6a, RELEASE SOFTWARE (fc2)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2016 by Cisco Systems, Inc.
Compiled Tue 27-Sep-16 21:12 by mc"
"tacrpwdhb001","Singapore East RNAP","Good","10.147.90.74","Good","Good","7","67","CNE_GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"tacrpwdhb002","Singapore East RNAP","Good","10.147.90.75","Good","Good","8","67","CNE_GMIO","Viptela","Router","20.3.3","Viptela SNMP agent"
"taucrwcrt001","GBS Manila - PHP","Good","10.193.192.30","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"taucrwcrt002","GBS Manila - PHP","Good","10.193.192.31","Good","Good","1","5","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
"taucrwcrt003","GBS Manila - PHP","Good","10.193.192.56","Good","Good","15","43","","Viptela","Router","20.3.3","Viptela SNMP agent"
"taucrwcrt004","GBS Manila - PHP","Good","10.193.192.57","Good","Good","13","42","","Viptela","Router","20.3.3","Viptela SNMP agent"
"tgncrwcrt001","Talegon","Good","10.193.198.158","Good","Good","1","4","","Cisco","Router","16.6.4","Cisco IOS Software [Everest], ISR Software (X86_64_LINUX_IOSD-UNIVERSALK9-M), Version 16.6.4, RELEASE SOFTWARE (fc3)
Technical Support: http://www.cisco.com/techsupport
Copyright (c) 1986-2018 by Cisco Systems, Inc.
Compiled Sun 08-Jul-18 04:33 by mcpr"
